,max_msd,mean_msd,positive_ratio,negative_ratio,positive_combo,negative_combo
214,0.19848611401727653,0.014885890496274028,0.12025316455696203,0.06329113924050633,0,0
215,0.2020305089104421,0.01600988010100284,0.3145235892691952,0.38482886216466233,1,0
216,0.15909902576697318,0.009965155087542563,0.07871720116618076,0.22448979591836735,0,1
217,0.25779934730759546,0.01985546689911807,0.20837927232635062,0.4079382579933848,0,4
218,0.2693740118805894,0.02837773836973975,0.1970954356846473,0.3039419087136929,0,1
219,0.30218238512245615,0.021480672083792042,0.2962962962962963,0.15873015873015872,0,0
220,0.14142135623730953,0.007411675551994324,0.26040554962646745,0.4813233724653148,0,16
221,0.2862098876231262,0.026157134828608868,0.13509316770186336,0.12267080745341614,0,0
222,0.17677669529663687,0.016378802628531298,0.15945330296127563,0.2619589977220957,0,0
223,0.0817560329618645,0.010842653983738767,0.2793388429752066,0.5099173553719009,1,13
224,0.4714045207910318,0.029935542369110713,0.3241267262388302,0.330625507717303,3,2
225,0.14142135623730953,0.012461169472117149,0.20833333333333334,0.13095238095238096,0,0
226,0.21606040536255605,0.014850340198071011,0.30176211453744495,0.3436123348017621,3,8
227,0.35355339059327384,0.01263427896900714,0.42752505782575173,0.16037008481110254,18,0
228,0.023570226039551584,0.0020453501935148066,0.0,0.06666666666666667,0,0
229,0.1814287135939168,0.020503305018965103,0.3128205128205128,0.2205128205128205,0,0
230,0.35355339059327384,0.01840584714689139,0.10834049871023216,0.2295786758383491,0,1
231,0.10101525445522104,0.007911285255219539,0.3799019607843137,0.09558823529411764,9,0
232,0.14142135623730953,0.010235646168442249,0.14246196403872752,0.1632088520055325,0,0
233,0.7071067811865476,0.01937928941017486,0.23365617433414043,0.1791767554479419,0,0
234,0.2536605278542217,0.014168405918672272,0.11053315994798439,0.21846553966189858,0,0
235,0.1885618083164126,0.011382593772743851,0.16230366492146597,0.09947643979057591,0,0
236,0.35355339059327384,0.023594143035867522,0.20207253886010362,0.17616580310880828,0,0
237,0.14142135623730945,0.0064839830988384535,0.22957422324510932,0.2836593785960875,0,3
238,0.10114887251666982,0.014963892619297935,0.27380952380952384,0.5904761904761905,1,16
239,0.11785113019775788,0.010284986358530342,0.030612244897959183,0.1836734693877551,0,0
240,0.23570226039551584,0.032378341855737555,0.1565217391304348,0.17391304347826086,0,0
241,0.3535533905932738,0.02648354732700788,0.1546875,0.2109375,0,2
242,0.1767766952966369,0.017069553662397482,0.16449086161879894,0.16318537859007834,0,0
243,0.039973088495308395,0.007734241875301173,0.48756218905472637,0.5124378109452736,0,3
244,0.2862098876231264,0.02983106625073127,0.1677927927927928,0.23085585585585586,0,0
245,0.3064129385141707,0.017006421618598284,0.20300751879699247,0.3200859291084855,1,3
246,0.10101525445522103,0.004360794900182027,0.05357142857142857,0.017857142857142856,0,0
247,0.11719941887869192,0.00977856675802041,0.20138288677614521,0.15384615384615385,1,0
